Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM,value_labels,preference_labels,merged_labels
5197.0,590.0,40.0,15.0,52171.0,3.0,27.0,48.0,4.0,43.0,56.0,4.0,37.0,1.0,3.0,2.0,40.0,4.0,1.6,10.862282063937007,1.3862943611198906,1,3,1,5,2,0,3
5198.0,970.0,74.0,17.0,97952.0,30.0,29.0,1469.0,440.0,2.0,55.0,5.0,35.0,4.0,1.0,3.0,18.0,2.0,2.7,11.49223284174514,6.0867747269123065,4,3,4,11,1,0,2
5199.0,1203.0,43.0,16.0,72599.0,17.0,100.0,659.0,-83.0,69.0,69.0,0.0,26.0,1.0,3.0,5.0,53.0,8.0,3.3,11.19270642661334,0.0,3,1,3,7,0,0,3
5200.0,785.0,77.0,17.0,94819.0,25.0,51.0,1142.0,642.0,2.0,62.0,9.0,19.0,10.0,0.0,1.0,10.0,1.0,2.2,11.459725090102248,6.464588303689961,4,3,4,11,1,0,2
5201.0,674.0,32.0,18.0,45623.0,2.0,43.0,25.0,3.0,35.0,13.0,11.0,59.0,11.0,6.0,23.0,49.0,4.0,1.8,10.728167254307545,1.0986122886681098,1,3,1,5,2,2,1
5202.0,668.0,51.0,19.0,72732.0,8.0,8.0,225.0,60.0,27.0,96.0,1.0,3.0,0.0,0.0,4.0,59.0,7.0,1.8,11.194536731739284,4.0943445622221,2,4,2,8,2,0,3
5203.0,791.0,28.0,17.0,52461.0,12.0,53.0,397.0,60.0,17.0,33.0,1.0,42.0,13.0,11.0,17.0,72.0,9.0,2.2,10.867825315381769,4.0943445622221,2,2,3,7,0,2,1
5204.0,554.0,59.0,15.0,79736.0,8.0,27.0,222.0,100.0,6.0,62.0,4.0,22.0,1.0,11.0,5.0,18.0,1.0,1.5,11.286476456647293,4.605170185988092,2,3,2,7,2,0,3
5205.0,1221.0,67.0,18.0,100334.0,36.0,34.0,1850.0,747.0,1.0,39.0,6.0,50.0,4.0,1.0,1.0,20.0,5.0,3.3,11.5162598995591,6.616065185132817,4,3,4,11,1,2,2
5206.0,572.0,74.0,17.0,110109.0,28.0,54.0,1343.0,440.0,1.0,38.0,9.0,41.0,9.0,3.0,18.0,13.0,1.0,1.6,11.609226063239133,6.0867747269123065,4,2,4,10,1,2,2
5207.0,815.0,71.0,18.0,106396.0,27.0,64.0,1275.0,578.0,1.0,66.0,3.0,27.0,2.0,2.0,17.0,20.0,2.0,2.2,11.574923261198046,6.359573868672378,4,2,4,10,1,0,2
5208.0,653.0,60.0,18.0,97859.0,12.0,94.0,384.0,144.0,7.0,71.0,2.0,21.0,4.0,2.0,3.0,37.0,2.0,1.8,11.491282946111156,4.969813299576001,2,1,2,5,2,0,3
5209.0,1107.0,58.0,19.0,94817.0,26.0,46.0,1204.0,546.0,2.0,69.0,2.0,23.0,3.0,3.0,3.0,27.0,3.0,3.0,11.45970399706084,6.302618975744905,4,3,4,11,1,0,2
5210.0,666.0,20.0,14.0,34246.0,3.0,7.0,33.0,-3.0,72.0,4.0,29.0,26.0,5.0,36.0,68.0,62.0,7.0,1.8,10.441325048548917,0.0,1,4,1,6,2,1,0
5211.0,802.0,48.0,17.0,65546.0,8.0,29.0,218.0,45.0,31.0,56.0,10.0,20.0,9.0,5.0,7.0,42.0,6.0,2.2,11.090507465209402,3.80666248977032,2,3,2,7,2,2,1
5212.0,1180.0,49.0,17.0,80277.0,16.0,13.0,596.0,-108.0,69.0,82.0,4.0,12.0,2.0,0.0,10.0,51.0,7.0,3.2,11.293238433004255,0.0,3,4,3,10,0,0,3
5213.0,901.0,73.0,18.0,108967.0,43.0,81.0,2290.0,1184.0,1.0,63.0,3.0,30.0,1.0,4.0,1.0,15.0,3.0,2.5,11.598800363078976,7.076653815443951,4,1,4,9,1,0,2
5214.0,1033.0,73.0,16.0,110670.0,39.0,18.0,2039.0,797.0,3.0,42.0,3.0,28.0,15.0,12.0,6.0,17.0,3.0,2.8,11.614308079258832,6.680854678790215,4,4,4,12,1,2,2
5215.0,1096.0,51.0,17.0,70041.0,17.0,68.0,660.0,162.0,12.0,43.0,17.0,23.0,6.0,11.0,19.0,44.0,6.0,3.0,11.156836063853548,5.087596335232384,3,2,3,8,0,2,1
5216.0,830.0,27.0,15.0,34970.0,1.0,50.0,18.0,0.0,55.0,16.0,37.0,26.0,14.0,8.0,54.0,70.0,8.0,2.3,10.46224583005742,0.0,1,3,1,5,0,1,0
5217.0,1126.0,21.0,15.0,29463.0,3.0,31.0,39.0,3.0,37.0,7.0,25.0,26.0,36.0,6.0,12.0,56.0,6.0,3.1,10.290890517825884,1.0986122886681098,1,3,1,5,0,1,0
5218.0,1206.0,36.0,20.0,54107.0,10.0,37.0,297.0,0.0,50.0,55.0,3.0,37.0,3.0,2.0,6.0,52.0,8.0,3.3,10.898718846482891,0.0,2,3,2,7,0,0,3
5219.0,1035.0,55.0,16.0,74120.0,14.0,94.0,495.0,109.0,13.0,67.0,0.0,24.0,5.0,4.0,2.0,34.0,5.0,2.8,11.213440680399296,4.691347882229144,3,1,3,7,0,0,3
5220.0,945.0,47.0,14.0,57917.0,12.0,46.0,384.0,11.0,46.0,89.0,0.0,8.0,2.0,1.0,18.0,43.0,7.0,2.6,10.96676623013805,2.3978952727983707,2,3,2,7,0,0,3
5221.0,953.0,53.0,19.0,70195.0,14.0,22.0,497.0,69.0,34.0,93.0,0.0,6.0,0.0,0.0,5.0,47.0,6.0,2.6,11.159032362406052,4.23410650459726,3,4,3,10,0,0,3
5222.0,957.0,67.0,14.0,89490.0,22.0,80.0,946.0,197.0,16.0,52.0,4.0,28.0,4.0,13.0,20.0,45.0,5.0,2.6,11.401882166176904,5.2832037287379885,3,1,3,7,0,2,1
5223.0,1075.0,47.0,16.0,71126.0,28.0,27.0,1340.0,553.0,4.0,89.0,1.0,9.0,0.0,1.0,4.0,44.0,8.0,2.9,11.172208231083747,6.315358001522335,4,3,4,11,0,0,3
5224.0,1039.0,42.0,18.0,55301.0,12.0,29.0,386.0,-48.0,68.0,70.0,1.0,27.0,0.0,2.0,4.0,39.0,6.0,2.8,10.920546270529568,0.0,2,3,3,8,0,0,3
5225.0,561.0,45.0,19.0,58453.0,3.0,50.0,65.0,15.0,28.0,87.0,0.0,12.0,0.0,0.0,2.0,54.0,6.0,1.5,10.975978291502674,2.70805020110221,1,3,2,6,2,0,3
5226.0,831.0,31.0,16.0,61754.0,14.0,57.0,482.0,86.0,20.0,52.0,1.0,30.0,7.0,10.0,14.0,51.0,6.0,2.3,11.0309140297202,4.454347296253507,3,2,3,8,2,2,1
5227.0,861.0,60.0,16.0,89163.0,20.0,89.0,829.0,302.0,10.0,66.0,3.0,24.0,1.0,6.0,42.0,45.0,5.0,2.4,11.39822143430925,5.71042701737487,3,1,3,7,2,0,3
5228.0,1044.0,73.0,14.0,107233.0,33.0,15.0,1662.0,557.0,1.0,9.0,1.0,34.0,32.0,23.0,13.0,14.0,2.0,2.9,11.58275931606801,6.322565239927284,4,4,4,12,1,1,0
5229.0,842.0,71.0,19.0,107140.0,33.0,57.0,1664.0,980.0,0.0,57.0,6.0,36.0,1.0,1.0,5.0,15.0,2.0,2.3,11.58189166943495,6.887552571664617,4,2,4,10,1,0,2
5230.0,563.0,63.0,19.0,88099.0,18.0,13.0,719.0,230.0,12.0,49.0,0.0,39.0,5.0,7.0,2.0,42.0,5.0,1.5,11.386216461122054,5.438079308923196,3,4,3,10,2,2,1
5231.0,1230.0,24.0,18.0,18303.0,4.0,51.0,39.0,-3.0,67.0,18.0,18.0,19.0,31.0,14.0,20.0,62.0,7.0,3.4,9.814820259819962,0.0,1,3,1,5,0,1,0
5232.0,1068.0,28.0,16.0,24045.0,3.0,2.0,34.0,-8.0,93.0,66.0,3.0,28.0,2.0,1.0,11.0,69.0,9.0,2.9,10.087682353711765,0.0,1,4,1,6,0,0,3
5233.0,650.0,42.0,16.0,63772.0,2.0,33.0,41.0,-1.0,54.0,70.0,0.0,26.0,1.0,3.0,23.0,60.0,7.0,1.8,11.063069501527256,0.0,1,3,1,5,2,0,3
5234.0,838.0,19.0,13.0,20144.0,1.0,483.0,19.0,-3.0,68.0,23.0,11.0,43.0,6.0,17.0,40.0,42.0,7.0,2.3,9.910661756284128,0.0,1,1,1,3,0,1,0
5235.0,1072.0,54.0,19.0,72568.0,27.0,6.0,1273.0,426.0,3.0,78.0,1.0,19.0,1.0,0.0,7.0,29.0,6.0,2.9,11.19227933229478,6.054439346269371,4,4,4,12,1,0,2
5236.0,671.0,41.0,19.0,75376.0,26.0,49.0,1211.0,457.0,2.0,59.0,2.0,35.0,3.0,1.0,8.0,51.0,7.0,1.8,11.230244200939822,6.124683390894205,4,3,4,11,2,0,3
5237.0,1094.0,67.0,16.0,85432.0,28.0,88.0,1334.0,543.0,8.0,17.0,18.0,28.0,19.0,18.0,11.0,15.0,3.0,3.0,11.355476016851382,6.297109319933935,4,1,4,9,1,1,0
5238.0,844.0,61.0,17.0,85773.0,15.0,77.0,543.0,96.0,22.0,37.0,6.0,40.0,10.0,7.0,29.0,35.0,4.0,2.3,11.359459550637554,4.564348191467836,3,2,3,8,2,2,1
5239.0,690.0,21.0,15.0,30511.0,3.0,30.0,46.0,7.0,12.0,4.0,27.0,18.0,47.0,3.0,82.0,51.0,5.0,1.9,10.32584255331256,1.9459101490553128,1,3,1,5,2,1,0
5240.0,645.0,71.0,18.0,110519.0,27.0,80.0,1274.0,430.0,1.0,45.0,10.0,41.0,2.0,2.0,0.0,10.0,1.0,1.8,11.612942730860334,6.063785208687608,4,1,4,9,1,2,2
5241.0,1213.0,55.0,19.0,77660.0,17.0,22.0,644.0,185.0,20.0,57.0,12.0,29.0,1.0,1.0,3.0,43.0,6.0,3.3,11.260095603285658,5.220355825078324,3,4,3,10,0,0,3
5242.0,1168.0,22.0,16.0,27201.0,2.0,84.0,41.0,-5.0,75.0,15.0,1.0,31.0,15.0,38.0,48.0,66.0,9.0,3.2,10.211009016314168,0.0,1,1,1,3,0,1,0
5243.0,983.0,38.0,15.0,43774.0,4.0,99.0,40.0,-9.0,86.0,54.0,3.0,35.0,3.0,5.0,65.0,64.0,7.0,2.7,10.68679531280403,0.0,1,1,1,3,0,2,1
5244.0,631.0,27.0,14.0,44238.0,2.0,33.0,27.0,0.0,53.0,33.0,9.0,39.0,6.0,13.0,40.0,56.0,6.0,1.7,10.697339427217706,0.0,1,3,1,5,2,2,1
5245.0,704.0,77.0,19.0,99000.0,25.0,90.0,1153.0,402.0,2.0,59.0,1.0,34.0,5.0,0.0,0.0,9.0,1.0,1.9,11.502875129116727,5.996452088619021,4,1,4,9,1,0,2
5246.0,729.0,52.0,16.0,80795.0,20.0,2.0,830.0,287.0,19.0,63.0,0.0,31.0,3.0,2.0,8.0,58.0,7.0,2.0,11.299670361406347,5.659482215759621,3,4,3,10,2,0,3
5247.0,768.0,73.0,18.0,94817.0,22.0,87.0,947.0,275.0,2.0,47.0,4.0,38.0,8.0,3.0,2.0,11.0,1.0,2.1,11.45970399706084,5.616771097666572,3,1,3,7,2,2,1
5248.0,889.0,64.0,16.0,101099.0,34.0,55.0,1723.0,827.0,3.0,40.0,8.0,32.0,6.0,14.0,20.0,46.0,7.0,2.4,11.52385551376281,6.717804695023691,4,2,4,10,1,2,2
5249.0,1198.0,49.0,16.0,67478.0,14.0,64.0,488.0,147.0,21.0,91.0,1.0,7.0,1.0,0.0,6.0,55.0,8.0,3.3,11.119556897809296,4.990432586778736,3,2,3,8,0,0,3
5250.0,673.0,48.0,19.0,60916.0,4.0,39.0,44.0,-6.0,63.0,77.0,2.0,16.0,4.0,1.0,27.0,52.0,3.0,1.8,11.01725114497158,0.0,1,3,1,5,2,0,3
5251.0,647.0,31.0,19.0,61808.0,6.0,68.0,148.0,20.0,33.0,40.0,1.0,47.0,8.0,4.0,18.0,67.0,7.0,1.8,11.031788084906063,2.995732273553991,2,2,2,6,2,2,1
5252.0,1048.0,50.0,20.0,60944.0,4.0,2.0,93.0,-5.0,55.0,94.0,0.0,5.0,0.0,0.0,3.0,53.0,7.0,2.9,11.017710688718385,0.0,1,4,2,7,0,0,3
5253.0,698.0,25.0,16.0,42429.0,5.0,33.0,67.0,-20.0,81.0,46.0,9.0,20.0,13.0,13.0,37.0,52.0,7.0,1.9,10.65558736968861,0.0,2,3,2,7,2,1,0
5254.0,704.0,65.0,17.0,87322.0,22.0,73.0,952.0,361.0,9.0,26.0,17.0,31.0,17.0,9.0,5.0,19.0,2.0,1.9,11.377357714661771,5.8888779583328805,3,2,3,8,1,2,2
5255.0,1217.0,54.0,15.0,74213.0,15.0,24.0,537.0,198.0,12.0,39.0,9.0,22.0,18.0,12.0,38.0,42.0,5.0,3.3,11.2146946159657,5.288267030694535,3,4,3,10,0,1,0
5256.0,729.0,77.0,18.0,126546.0,46.0,32.0,2468.0,886.0,0.0,54.0,0.0,41.0,1.0,4.0,2.0,13.0,2.0,2.0,11.748361157413669,6.786716950605081,4,3,4,11,1,0,2
5257.0,653.0,40.0,14.0,57400.0,4.0,10.0,68.0,4.0,44.0,45.0,8.0,36.0,6.0,5.0,13.0,52.0,5.0,1.8,10.957799582307658,1.3862943611198906,1,4,2,7,2,2,1
5258.0,1018.0,19.0,13.0,23315.0,1.0,37.0,12.0,-1.0,78.0,5.0,2.0,11.0,43.0,39.0,54.0,55.0,7.0,2.8,10.056852209242422,0.0,1,3,1,5,0,1,0
5259.0,1223.0,46.0,17.0,80725.0,9.0,92.0,255.0,17.0,41.0,79.0,1.0,17.0,1.0,2.0,14.0,57.0,6.0,3.4,11.298803595626476,2.833213344056216,2,1,2,5,0,0,3
5260.0,674.0,48.0,17.0,68588.0,22.0,24.0,965.0,227.0,11.0,80.0,1.0,17.0,0.0,2.0,5.0,45.0,7.0,1.8,11.135872871298742,5.424950017481403,3,4,3,10,2,0,3
5261.0,1046.0,41.0,17.0,68197.0,10.0,38.0,302.0,41.0,35.0,78.0,2.0,15.0,2.0,3.0,4.0,45.0,6.0,2.9,11.130155854594246,3.713572066704308,2,3,2,7,0,0,3
5262.0,1022.0,56.0,15.0,94487.0,26.0,32.0,1213.0,627.0,7.0,53.0,3.0,39.0,4.0,1.0,10.0,26.0,5.0,2.8,11.456217537881178,6.440946540632921,4,3,4,11,1,0,2
5263.0,730.0,62.0,19.0,89803.0,21.0,37.0,889.0,181.0,25.0,79.0,2.0,17.0,0.0,1.0,4.0,23.0,2.0,2.0,11.405373661304653,5.198497031265826,3,3,3,9,2,0,3
5264.0,1222.0,26.0,16.0,49334.0,2.0,18.0,41.0,-13.0,81.0,26.0,27.0,18.0,17.0,12.0,38.0,34.0,5.0,3.3,10.80636877750035,0.0,1,4,1,6,0,1,0
5265.0,1143.0,64.0,20.0,107920.0,32.0,52.0,1605.0,490.0,5.0,65.0,4.0,17.0,5.0,9.0,2.0,42.0,6.0,3.1,11.589145490881638,6.194405391104672,4,3,4,11,1,0,2
5266.0,1104.0,20.0,14.0,29290.0,3.0,14.0,51.0,2.0,40.0,24.0,21.0,22.0,4.0,29.0,94.0,40.0,4.0,3.0,10.285001439821778,0.6931471805599453,1,4,1,6,0,1,0
5267.0,667.0,69.0,17.0,100731.0,24.0,83.0,1073.0,338.0,2.0,40.0,4.0,48.0,4.0,4.0,5.0,16.0,1.0,1.8,11.520208876416488,5.823045895483019,3,1,3,7,1,2,2
5268.0,938.0,50.0,17.0,83121.0,20.0,44.0,838.0,172.0,25.0,82.0,2.0,13.0,2.0,2.0,11.0,47.0,8.0,2.6,11.328052656499583,5.147494476813453,3,3,3,9,0,0,3
5269.0,628.0,74.0,16.0,117789.0,35.0,75.0,1787.0,518.0,2.0,19.0,4.0,44.0,14.0,19.0,6.0,8.0,1.0,1.7,11.67665016723176,6.249975242259483,4,2,4,10,1,2,2
5270.0,961.0,32.0,20.0,55305.0,5.0,75.0,119.0,8.0,40.0,51.0,2.0,42.0,4.0,1.0,11.0,64.0,8.0,2.6,10.920618599336354,2.079441541679836,2,2,2,6,0,0,3
5271.0,772.0,26.0,17.0,56216.0,5.0,31.0,119.0,8.0,38.0,39.0,6.0,50.0,1.0,4.0,23.0,55.0,6.0,2.1,10.936956692872034,2.079441541679836,2,3,2,7,2,2,1
5272.0,1144.0,41.0,14.0,55933.0,7.0,67.0,183.0,-19.0,61.0,57.0,5.0,36.0,1.0,1.0,58.0,52.0,7.0,3.1,10.93190982485381,0.0,2,2,2,6,0,0,3
5273.0,917.0,62.0,18.0,87178.0,20.0,1.0,837.0,259.0,13.0,75.0,3.0,17.0,2.0,4.0,7.0,28.0,3.0,2.5,11.37570728448771,5.556828061699537,3,4,3,10,2,0,3
5274.0,1207.0,40.0,18.0,45403.0,4.0,14.0,92.0,9.0,35.0,69.0,1.0,23.0,6.0,0.0,14.0,63.0,8.0,3.3,10.723333461141452,2.19722457733622,1,4,2,7,0,0,3
5275.0,573.0,70.0,15.0,114909.0,40.0,5.0,2109.0,1006.0,0.0,45.0,14.0,32.0,2.0,7.0,10.0,21.0,3.0,1.6,11.651895789751016,6.913737350659685,4,4,4,12,1,2,2
5276.0,1088.0,31.0,18.0,41905.0,5.0,32.0,95.0,-6.0,62.0,21.0,6.0,52.0,6.0,15.0,34.0,58.0,8.0,3.0,10.643160430533008,0.0,2,3,2,7,0,2,1
5277.0,1141.0,69.0,19.0,96747.0,27.0,19.0,1282.0,404.0,2.0,37.0,4.0,40.0,10.0,9.0,6.0,8.0,1.0,3.1,11.47985460265934,6.001414877961151,4,4,4,12,1,2,2
5278.0,887.0,50.0,15.0,80390.0,12.0,76.0,391.0,33.0,38.0,61.0,1.0,24.0,9.0,5.0,35.0,54.0,6.0,2.4,11.294645069322009,3.49650756146648,2,2,3,7,0,0,3
5279.0,850.0,31.0,16.0,44028.0,3.0,20.0,66.0,2.0,45.0,20.0,20.0,40.0,1.0,18.0,7.0,64.0,8.0,2.3,10.692581074143282,0.6931471805599453,1,4,2,7,0,2,1
5280.0,1066.0,61.0,15.0,100370.0,20.0,17.0,823.0,273.0,4.0,37.0,12.0,28.0,14.0,9.0,9.0,30.0,3.0,2.9,11.516618636807848,5.60947179518496,3,4,3,10,0,2,1
5281.0,790.0,77.0,19.0,112087.0,29.0,90.0,1402.0,505.0,0.0,47.0,5.0,40.0,4.0,4.0,10.0,20.0,1.0,2.2,11.62703063444964,6.22455842927536,4,1,4,9,1,2,2
5282.0,973.0,27.0,16.0,33529.0,3.0,29.0,42.0,-13.0,91.0,42.0,9.0,21.0,10.0,18.0,46.0,54.0,7.0,2.7,10.420166014977356,0.0,1,3,1,5,0,1,0
5283.0,571.0,55.0,18.0,67137.0,12.0,72.0,393.0,112.0,5.0,36.0,4.0,39.0,13.0,8.0,9.0,33.0,3.0,1.6,11.114490586783264,4.718498871295094,2,2,3,7,2,2,1
5284.0,953.0,57.0,17.0,65206.0,9.0,24.0,263.0,17.0,42.0,73.0,2.0,23.0,2.0,1.0,1.0,30.0,5.0,2.6,11.085306768220624,2.833213344056216,2,4,2,8,0,0,3
5285.0,943.0,43.0,17.0,44997.0,8.0,68.0,221.0,-67.0,91.0,77.0,0.0,21.0,1.0,0.0,4.0,45.0,8.0,2.6,10.71435109986347,0.0,2,2,2,6,0,0,3
5286.0,1055.0,64.0,14.0,85140.0,21.0,28.0,899.0,366.0,2.0,40.0,4.0,35.0,8.0,13.0,10.0,32.0,4.0,2.9,11.352052239382145,5.902633333401366,3,3,3,9,1,2,2
5287.0,728.0,75.0,16.0,126550.0,40.0,87.0,2108.0,1192.0,1.0,43.0,2.0,49.0,0.0,6.0,0.0,15.0,2.0,2.0,11.74839276597327,7.083387847625295,4,1,4,9,1,2,2
5288.0,864.0,66.0,15.0,112344.0,32.0,59.0,1604.0,551.0,2.0,34.0,11.0,34.0,11.0,11.0,2.0,11.0,1.0,2.4,11.629320871648016,6.311734809152915,4,2,4,10,1,2,2
5289.0,954.0,47.0,16.0,58329.0,5.0,95.0,120.0,-16.0,66.0,48.0,4.0,21.0,18.0,9.0,8.0,60.0,8.0,2.6,10.973854675763937,0.0,2,1,2,5,0,2,1
5290.0,904.0,46.0,15.0,55691.0,2.0,27.0,41.0,3.0,40.0,76.0,7.0,11.0,2.0,4.0,16.0,52.0,5.0,2.5,10.927573832967658,1.0986122886681098,1,3,1,5,2,0,3
5291.0,1130.0,36.0,16.0,59851.0,17.0,39.0,644.0,-56.0,62.0,54.0,6.0,32.0,4.0,3.0,71.0,53.0,8.0,3.1,10.999613419284296,0.0,3,3,3,9,0,2,1
5292.0,814.0,44.0,19.0,66162.0,15.0,29.0,535.0,213.0,4.0,55.0,7.0,31.0,1.0,6.0,3.0,49.0,6.0,2.2,11.099861558986731,5.3612921657094255,3,3,3,9,2,0,3
5293.0,1070.0,76.0,18.0,109437.0,38.0,8.0,1981.0,667.0,1.0,28.0,8.0,49.0,5.0,9.0,1.0,10.0,2.0,2.9,11.603104320199952,6.502790045915623,4,4,4,12,1,2,2
5294.0,1222.0,28.0,18.0,42030.0,14.0,60.0,492.0,-111.0,85.0,63.0,1.0,28.0,3.0,5.0,13.0,68.0,9.0,3.3,10.646138927999164,0.0,3,2,3,8,0,0,3
5295.0,709.0,60.0,17.0,72237.0,7.0,79.0,188.0,84.0,10.0,72.0,5.0,21.0,2.0,0.0,4.0,26.0,2.0,1.9,11.187707658989344,4.430816798843313,2,1,2,5,2,0,3
5296.0,952.0,59.0,17.0,83613.0,16.0,53.0,596.0,93.0,27.0,74.0,6.0,14.0,1.0,5.0,2.0,26.0,4.0,2.6,11.333954289375894,4.532599493153256,3,2,3,8,2,0,3
5297.0,835.0,43.0,18.0,70838.0,14.0,38.0,497.0,203.0,5.0,41.0,8.0,43.0,8.0,1.0,9.0,38.0,4.0,2.3,11.168150858861294,5.313205979041787,3,3,3,9,2,2,1
5298.0,690.0,48.0,19.0,68510.0,5.0,85.0,93.0,-23.0,72.0,66.0,1.0,31.0,2.0,0.0,4.0,39.0,4.0,1.9,11.134734998996946,0.0,2,1,2,5,2,0,3
5299.0,918.0,48.0,14.0,63374.0,13.0,62.0,439.0,130.0,15.0,71.0,1.0,19.0,5.0,4.0,4.0,52.0,7.0,2.5,11.05680896167629,4.867534450455582,3,2,3,8,0,0,3
5300.0,817.0,55.0,15.0,87672.0,15.0,44.0,543.0,272.0,8.0,30.0,24.0,28.0,7.0,11.0,14.0,23.0,2.0,2.2,11.381357857143229,5.605802066295998,3,3,3,9,2,2,1
5301.0,847.0,71.0,18.0,112676.0,34.0,37.0,1735.0,1020.0,1.0,64.0,5.0,22.0,6.0,3.0,4.0,10.0,1.0,2.3,11.63227172260267,6.927557906278317,4,3,4,11,1,0,2
5302.0,598.0,57.0,17.0,87314.0,14.0,29.0,482.0,161.0,5.0,51.0,4.0,26.0,6.0,14.0,3.0,31.0,2.0,1.6,11.377266095522472,5.081404364984463,3,3,3,9,2,2,1
5303.0,1061.0,65.0,15.0,113071.0,44.0,80.0,2351.0,1190.0,2.0,31.0,9.0,48.0,8.0,4.0,10.0,9.0,2.0,2.9,11.63577121896907,7.081708586105575,4,1,4,9,1,2,2
5304.0,1112.0,32.0,18.0,53327.0,2.0,23.0,41.0,-5.0,75.0,57.0,4.0,30.0,5.0,4.0,6.0,62.0,7.0,3.0,10.884198048496517,0.0,1,4,1,6,0,0,3
5305.0,965.0,55.0,19.0,65912.0,3.0,84.0,66.0,4.0,44.0,64.0,7.0,21.0,6.0,3.0,6.0,20.0,2.0,2.6,11.096075797995423,1.3862943611198906,1,1,2,4,2,0,3
5306.0,1164.0,77.0,16.0,114620.0,39.0,90.0,2045.0,715.0,1.0,46.0,6.0,32.0,14.0,2.0,3.0,19.0,4.0,3.2,11.649377588105729,6.572282542694008,4,1,4,9,1,2,2
5307.0,932.0,28.0,14.0,33542.0,4.0,90.0,63.0,-10.0,78.0,25.0,10.0,54.0,5.0,6.0,13.0,72.0,9.0,2.6,10.420553663891573,0.0,1,1,1,3,0,2,1
5308.0,695.0,68.0,18.0,93603.0,15.0,17.0,550.0,237.0,7.0,32.0,6.0,43.0,9.0,10.0,4.0,11.0,1.0,1.9,11.446817713234104,5.468060141135132,3,4,3,10,2,2,1
5309.0,850.0,38.0,15.0,64355.0,2.0,50.0,40.0,0.0,50.0,58.0,4.0,28.0,3.0,7.0,16.0,75.0,9.0,2.3,11.072169910083478,0.0,1,3,1,5,0,0,3
5310.0,895.0,72.0,15.0,107240.0,28.0,25.0,1340.0,416.0,3.0,22.0,12.0,23.0,8.0,35.0,5.0,13.0,1.0,2.5,11.582824592349896,6.030685260261263,4,4,4,12,1,1,0
5311.0,764.0,65.0,20.0,103817.0,27.0,20.0,1277.0,396.0,2.0,69.0,3.0,25.0,1.0,2.0,1.0,14.0,2.0,2.1,11.550385012797276,5.981414211254481,4,4,4,12,1,0,2
5312.0,985.0,60.0,14.0,114640.0,34.0,92.0,1734.0,893.0,8.0,22.0,22.0,26.0,7.0,23.0,1.0,29.0,5.0,2.7,11.649552062502051,6.794586580876499,4,1,4,9,1,1,0
5313.0,607.0,62.0,16.0,106167.0,26.0,66.0,1206.0,438.0,4.0,77.0,8.0,7.0,3.0,6.0,2.0,28.0,3.0,1.7,11.572768605038744,6.082218910376446,4,2,4,10,1,0,2
5314.0,858.0,59.0,19.0,74235.0,24.0,53.0,1090.0,378.0,4.0,68.0,2.0,17.0,3.0,9.0,27.0,42.0,6.0,2.4,11.214991016054096,5.934894195619588,3,2,4,9,2,0,3
5315.0,886.0,30.0,19.0,49228.0,3.0,74.0,34.0,-3.0,66.0,50.0,5.0,36.0,6.0,3.0,13.0,68.0,7.0,2.4,10.804217846292229,0.0,1,2,1,4,2,2,1
5316.0,1205.0,50.0,18.0,79413.0,23.0,94.0,1022.0,286.0,4.0,93.0,0.0,5.0,0.0,1.0,2.0,37.0,6.0,3.3,11.282417361792966,5.655991810819852,3,1,3,7,0,0,3
5317.0,1180.0,59.0,20.0,75401.0,22.0,42.0,952.0,362.0,5.0,60.0,5.0,28.0,1.0,6.0,6.0,25.0,3.0,3.2,11.230575816507567,5.891644211825772,3,3,3,9,1,0,2
5318.0,634.0,24.0,18.0,44244.0,4.0,31.0,36.0,-1.0,57.0,20.0,8.0,63.0,1.0,8.0,6.0,70.0,5.0,1.7,10.697475048022143,0.0,1,3,1,5,2,2,1
5319.0,794.0,72.0,19.0,93012.0,23.0,38.0,1028.0,320.0,11.0,44.0,2.0,50.0,1.0,3.0,0.0,16.0,3.0,2.2,11.440483796069511,5.768320995793772,3,3,3,9,2,2,1
5320.0,645.0,42.0,17.0,64549.0,1.0,452.0,19.0,0.0,54.0,69.0,0.0,22.0,5.0,3.0,2.0,48.0,6.0,1.8,11.07517990428802,0.0,1,1,1,3,2,0,3
5321.0,595.0,62.0,18.0,97615.0,19.0,9.0,768.0,315.0,5.0,59.0,6.0,28.0,0.0,7.0,5.0,30.0,2.0,1.6,11.488786449116905,5.752572638825633,3,4,3,10,2,0,3
5322.0,1094.0,25.0,15.0,54399.0,4.0,77.0,89.0,1.0,48.0,27.0,0.0,31.0,7.0,34.0,12.0,64.0,7.0,3.0,10.904101050322137,0.0,1,2,2,5,0,1,0
5323.0,1156.0,71.0,15.0,96314.0,23.0,8.0,1015.0,389.0,3.0,15.0,13.0,34.0,25.0,13.0,17.0,19.0,2.0,3.2,11.475368966243597,5.963579343618446,3,4,3,10,1,1,0
5324.0,951.0,75.0,19.0,95683.0,24.0,66.0,1080.0,607.0,3.0,45.0,7.0,29.0,13.0,6.0,5.0,11.0,1.0,2.6,11.468795923207969,6.408528791059498,3,2,4,9,1,2,2
